"","p","n","n_resamples","prop_resample","runs","k","res"
"416",2,100,100,0.2,100,6,0.100443169006362
"417",2,100,100,0.2,100,6,0.0926068624789125
"418",2,100,100,0.2,100,6,0.0901742903414873
"419",2,100,100,0.2,100,6,0.102498872099653
"420",2,100,100,0.2,100,6,0.100783473034984
"421",2,100,100,0.2,100,6,0.0975088404022813
"422",2,100,100,0.2,100,6,0.0991746320283712
"423",2,100,100,0.2,100,6,0.0955449337670599
"424",2,100,100,0.2,100,6,0.102651227254243
"425",2,100,100,0.2,100,6,0.0910986155749279
"426",2,100,100,0.2,100,6,0.0922608717633596
"427",2,100,100,0.2,100,6,0.091241283487212
"428",2,100,100,0.2,100,6,0.0912936149169276
"429",2,100,100,0.2,100,6,0.0892001271878248
"430",2,100,100,0.2,100,6,0.0873936519424905
"431",2,100,100,0.2,100,6,0.0920926083433139
"432",2,100,100,0.2,100,6,0.0997837663959583
"433",2,100,100,0.2,100,6,0.090911945443017
"434",2,100,100,0.2,100,6,0.0981824024421538
"435",2,100,100,0.2,100,6,0.0925253411813498
"436",2,100,100,0.2,100,6,0.106810584704537
"437",2,100,100,0.2,100,6,0.0906057837266361
"438",2,100,100,0.2,100,6,0.0886594803123376
"439",2,100,100,0.2,100,6,0.0993722980603784
"440",2,100,100,0.2,100,6,0.10073054914856
"441",2,100,100,0.2,100,6,0.0877988752913838
"442",2,100,100,0.2,100,6,0.0888127236385037
"443",2,100,100,0.2,100,6,0.097986440183652
"444",2,100,100,0.2,100,6,0.0954460587901091
"445",2,100,100,0.2,100,6,0.102523707399243
"446",2,100,100,0.2,100,6,0.0977603161402314
"447",2,100,100,0.2,100,6,0.101632201589514
"448",2,100,100,0.2,100,6,0.0903370987121891
"449",2,100,100,0.2,100,6,0.100744506570673
"450",2,100,100,0.2,100,6,0.0944983739547669
"451",2,100,100,0.2,100,6,0.0959649497622292
"452",2,100,100,0.2,100,6,0.0950938381928007
"453",2,100,100,0.2,100,6,0.102246236684823
"454",2,100,100,0.2,100,6,0.0939611413158811
"455",2,100,100,0.2,100,6,0.0905942599190703
"456",2,100,100,0.2,100,6,0.0964497143525129
"457",2,100,100,0.2,100,6,0.0995285638761389
"458",2,100,100,0.2,100,6,0.102955255962208
"459",2,100,100,0.2,100,6,0.0912554411618419
"460",2,100,100,0.2,100,6,0.09225605114461
"461",2,100,100,0.2,100,6,0.0990444487120551
"462",2,100,100,0.2,100,6,0.093287916632306
"463",2,100,100,0.2,100,6,0.0915196105027984
"464",2,100,100,0.2,100,6,0.102822313382176
"465",2,100,100,0.2,100,6,0.104300472016641
"466",2,100,100,0.2,100,6,0.0950413046383898
"467",2,100,100,0.2,100,6,0.0949192957655375
"468",2,100,100,0.2,100,6,0.104372716546342
"469",2,100,100,0.2,100,6,0.0906223757128689
"470",2,100,100,0.2,100,6,0.0867036975254337
"471",2,100,100,0.2,100,6,0.100923924975945
"472",2,100,100,0.2,100,6,0.0872662950084699
"473",2,100,100,0.2,100,6,0.087006655824029
"474",2,100,100,0.2,100,6,0.0997153581522076
"475",2,100,100,0.2,100,6,0.101266837183527
"476",2,100,100,0.2,100,6,0.090028898265486
"477",2,100,100,0.2,100,6,0.0962525725306041
"478",2,100,100,0.2,100,6,0.0889483417208469
"479",2,100,100,0.2,100,6,0.100256987588171
"480",2,100,100,0.2,100,6,0.0944720706834177
"481",2,100,100,0.2,100,6,0.0947500008660041
"482",2,100,100,0.2,100,6,0.0975613941491574
"483",2,100,100,0.2,100,6,0.0911444576220647
"484",2,100,100,0.2,100,6,0.0924540263519522
"485",2,100,100,0.2,100,6,0.0862335106548819
"486",2,100,100,0.2,100,6,0.0937627411353814
"487",2,100,100,0.2,100,6,0.0933438486785204
"488",2,100,100,0.2,100,6,0.099239160551014
"489",2,100,100,0.2,100,6,0.105887532216508
"490",2,100,100,0.2,100,6,0.108898404916925
"491",2,100,100,0.2,100,6,0.0872214081713956
"492",2,100,100,0.2,100,6,0.0940389483827459
"493",2,100,100,0.2,100,6,0.0869530265416921
"494",2,100,100,0.2,100,6,0.0935501738873716
"495",2,100,100,0.2,100,6,0.0906393960969983
"496",2,100,100,0.2,100,6,0.0910503869600816
"497",2,100,100,0.2,100,6,0.0897053280063642
"498",2,100,100,0.2,100,6,0.0964352656851653
"499",2,100,100,0.2,100,6,0.105062359055076
"500",2,100,100,0.2,100,6,0.107649216702823
"501",2,100,100,0.2,100,7,0.0782149321474413
"502",2,100,100,0.2,100,7,0.0788099834846146
"503",2,100,100,0.2,100,7,0.0771696580704573
"504",2,100,100,0.2,100,7,0.075300394574235
"505",2,100,100,0.2,100,7,0.0765515381267222
"506",2,100,100,0.2,100,7,0.0745342005265341
"507",2,100,100,0.2,100,7,0.0733497194814672
"508",2,100,100,0.2,100,7,0.0788347661607646
"509",2,100,100,0.2,100,7,0.0822833441588332
"510",2,100,100,0.2,100,7,0.0782043283388246
"511",2,100,100,0.2,100,7,0.0886669361037419
"512",2,100,100,0.2,100,7,0.0787534204074471
"513",2,100,100,0.2,100,7,0.0711066047760726
"514",2,100,100,0.2,100,7,0.0815028184396093
"515",2,100,100,0.2,100,7,0.0713413697396091
"516",2,100,100,0.2,100,7,0.0809879960275423
"517",2,100,100,0.2,100,7,0.0833123448037857
"518",2,100,100,0.2,100,7,0.071279052571309
"519",2,100,100,0.2,100,7,0.0786016382522391
"520",2,100,100,0.2,100,7,0.0857165210868825
"521",2,100,100,0.2,100,7,0.0788821162993422
"522",2,100,100,0.2,100,7,0.0805025182017821
"523",2,100,100,0.2,100,7,0.0810406543200572
"524",2,100,100,0.2,100,7,0.0804257892163198
"525",2,100,100,0.2,100,7,0.0734820694809611
"526",2,100,100,0.2,100,7,0.0762091945482446
"527",2,100,100,0.2,100,7,0.0786802161174634
"528",2,100,100,0.2,100,7,0.0768164422025278
"529",2,100,100,0.2,100,7,0.0753620440447328
"530",2,100,100,0.2,100,7,0.072112171433813
"531",2,100,100,0.2,100,7,0.0840581307614538
"532",2,100,100,0.2,100,7,0.0839291780439861
"533",2,100,100,0.2,100,7,0.0735017874465222
"534",2,100,100,0.2,100,7,0.0840090423288192
"535",2,100,100,0.2,100,7,0.0837367942189537
"536",2,100,100,0.2,100,7,0.0869047517433222
"537",2,100,100,0.2,100,7,0.0766004298193757
"538",2,100,100,0.2,100,7,0.0725689179013329
"539",2,100,100,0.2,100,7,0.0802195444599033
"540",2,100,100,0.2,100,7,0.0773629210681492
"541",2,100,100,0.2,100,7,0.0705856053573484
"542",2,100,100,0.2,100,7,0.0733684984149232
"543",2,100,100,0.2,100,7,0.0788053502240497
"544",2,100,100,0.2,100,7,0.0818041552176968
"545",2,100,100,0.2,100,7,0.0809811312595534
"546",2,100,100,0.2,100,7,0.0766880103400065
"547",2,100,100,0.2,100,7,0.0867147000762053
